"飞燕说：这是一位经过湖北某高速公路的司机拍摄的画面：一名当地人拿着一块写着‘米饭20’的牌子。

我不知道这位司机把这视频发出来的目的是什么。
是个人；不论何时何地，都要心怀一颗感恩的心。这个社会，这个世界就会充满爱。[祈祷][祈祷],206309927956093,一叶轻舟1
没有免费给他吃吧。,2101859427564718,独步早春7
同意明码标价，,54617489579,清风有话说kk
这种时候就怕有钱都买不到东西[捂脸][捂脸][捂脸],6053720643,烧烤要吃碳烤
妙笔生花,1411409098313278,小远实拍
就想着白拿白占，‘,6695673115,悠闲百灵鸟pL
感谢分享,6092436670,云鸿78726661
爱买不买,4568358536,改名叫陈林
免费会饿死人的,5481449629,小僧法号梦郎
去市里医院看病，农民没有的医保报销小，没人说;农民交公粮，退休金一个月100多块钱的事没人再提;这在困难的时候提的水，卖饭到20元却在说。真的对这些人无语,111195010313,爱生活的孤独的终结者
老百姓不容易啊，希望大家别吃免费的东西，一定要付辛苦和成本费,2247882433638623,风生水起
火车上30元一份的米饭有问题吗？,108588864782,浩哥梦想成真
安徽免费送方便面热水,1108724689154925,阿拉的日子
大雪天，这不就等于点个外卖还送到你家的热腾腾米饭🍚吗 总共20还贵？？？,106001912760,Star895
不贵，看病怎么就觉得贵呢，医生不是光明正大挣钱？命不重要？,82861054150,DrLee260
卖的光明正大，明码标价没一点毛病，雪中救命还歉贵没人味。不吃算了还煽火是没饿着。对卖饭者应感谢。,2801186372848254,幸运山丘sP
唉20元的米饭贵嘛？没有卖你50元一份已经阿弥陀佛了！应该是感谢感激人家的雪中送碳！,109018272734,单纯清风vT
给大爷点赞，明码标价，（难道你开车拉货免费吗）,104680678584,智勇双全孔雀l0a
太到位了,3773122034278589,聪慧白云pum
出去吃20都是正常价格了，这天气能吃上20的饭？,5985465138,我就是不想笑
办营业执照了吗？[抠鼻],3808314412499693,吊儿郎当gou
高铁的预制菜了解一下,94724674007,梦境与真诚
这么冷的天还出来做生意，确实不容易，赚点辛苦钱是应该的,6324121227,刺猬的优雅85279788
这也是服务的一种方式，价格合理就行。,63947517878,魔鬼鱼秀儿说游戏
大东北因冰雪经济而出火，南方难道就不能因冰雪而红火吗？,1658521237595230,自在空了吹
不贵，,51331963643,自由行走花810
20的价格已经很厚道了,104801100640,看见更大的世界110
我觉得这米饭20肯定还有菜，光白米饭你也不能买呀，所以应该还是合理的价格,104277007491,燕子庄
应该收费，不收费人家有必要折腾吗？然后弱弱的问一下，这种是不是应该需要食品销售许可证？,6096740098,阿龙78896076
饿了自然会买着吃，不然就饿着肚子吧。不用太娇气，先度过这2天的高速温饱再说吧[微笑],3798571407,逍遥剑宗
在困境中能二十元吃一顿饭也是极好极好的了，要感谢他提供了方便，不要要求别人怎么怎么样，换位思考一下，他做的一点也不过分。,6018768225,河东一刀7788
谁站着说话不腰疼，你去拿着牌子站那里试试二十元多不多？,732703457280442,多才多艺小红花Toi
明码标价冰天雪地有吃的已很不错了。,2682416327833944,率真精灵4Q
20元明码标价，大雪天出来，真心不容易。,94131918917,一本正经说不着调的话
“子路受而劝德，子贡让而止善”。,60427632948,babyfaceli
合理,442483622037660,梦想吉祥
有人雪中送炭不应该感激吗？你不需要还有人饿肚子呢,2947165415554640,乐天派沧州6b4
应该免费送，钱看着给，一块钱不嫌少，一百元不嫌多，我不相信开车的司机没有良心！,4804515812,Lidongsheng
是不是又要查有没卫生许可证了？,2066693852763159,热心好学柳叶RG
很合理了,2211819319998291,乐天派轮船kJ
合理，起码比你饿死强。,3815481172,和自己去旅行No1
可以卖50.毕竟我们是市场经济，一切由市场决定，贵可以不买，没人强迫。,53458760148,上海芳疗师王辉
价格不评论，反正那些要别人免费的人肯定不会感恩，这些人会觉得别人为他们服务是别人的荣幸[看],3588438239743319,羁绊亿生
20元很贵吗？饿个几天，100元都抢着买。,1788246246042811,双手插兜的人生
没毛病！谁的钱也不是大风刮来的，谁的劳动也都是有价值的。,98013017555,途途很阔绰
来河南看看，免费送,4050219237915035,王者荣耀一只沙雕
应该感谢大叔冒着严寒提供食品,1961177344389789,佛山鲸鲨
让他们饿着算了。20元这回有个热水和米饭。能记住一辈子,1772006491039832,淡泊明明
这么冷的天，当然要收钱。免费就是坑提供服务费老百姓，凭什么免费,92325931490,大包子35
免费的都是最贵的！人家卖饭，买不买随便你，这不是挺好的吗？,6142340920,大海80551704
冰天雪地之中，明码标价卖饭。你竞然显贵？你可以不买、不吃呀。,60968894499,我爱京郊大地
比景区天价饭，良心多了。天寒地冻的。价格实惠。,61069372320,用户5379794876554
20一点不贵,3325342851588771,幸运清风Va
为老爷行为拍手称赞！,861606976162536,清新春风da
一针见血,351469621742224,商人眼里只有生意
太良心价了,4313650412,跟往事干杯啦
发视频的人要是饿的不行了，别说20元，200元有人给送到他那里，他都会说一声谢谢吧！,84355738688,手机用户84355738688
不贵，关键有人说他没有营业执照了。[我想静静],4640427185,智之
见解独到,51818265866,卧龙135270309
九头鸟有生意头脑！[赞],108213862635,Qinyouduzhong
吃雪一分钱不要。,10573855108,你是我的唯一uzRW
市场需要，你不买就好了，,20072573579,小胖哥141081845
有问题吗？,61627064595,haxix
嫌贵就别吃,3126658360682334,用户2629198299228
高铁上45一份没见你支声,100579009761,徽州木子
比医院火车站，卖饭的强多了。,71875898732,风调雨顺230876393
在饥饿面前20块钱可以保你的命,6252646432,热心咖啡x
就觉得自己有个手机会拍照了不得啦，还发视频，开得起车吃不起二十块钱的米饭，车是借来的吧,2858332631872559,潇洒水滴ZN
[赞][赞][赞][赞],71602512784,热血青年杰西8m9
嫌贵者请移步高铁吃60、80的盒饭去,55113332555,上进的梦想zK
关健在于当地老百姓是明码标价在雨雪天送温暖，不骗不坑。赞成感谢,4353664896224712,清闲的漂流瓶uH
关健在于当地老百姓是明码标价在雨雪天送温暖，不骗不坑。赞成感谢,4353664896224712,清闲的漂流瓶uH
估计有关部门会问卫生许可证办了么[呲牙],52066616793,Awinshirley
你嫌贵不买就是了，人家就是做点小本生意你都要嚷嚷，咋不去声讨马云的预制菜呢？,3729975917943112,廊桥凝雪
应该想吃白食的人拍的。堵路上没吃的骂政府，有吃的，骂收钱的，怎么有这么低档次的人,52393745679,二三之间
高铁一份50元，不过分吧,5704172480,xxyy61252258
绝了绝了,3040053976,才思敏捷远山tw
服务区20你还觉得便宜呢,50451140795,小火箭的交易笔记
人要懂得感恩，冰天雪地，人家本来也不必在雪地里边给你们提供吃的。如果没有他们，高速人会不会哭爹喊娘呢……,92475155234,坚持做梦
20元应该还是相当便宜的,5854116054,小范68523688
非常合理！救急呢！,1059584413280804,聪慧奶酪Wg
开得起车买不起二十块钱的米饭，你可以不买不吃，,2858332631872559,潇洒水滴ZN
市场与需求是同时存在的,826472868872455,青涩书签jfi
"有些人都不配活着,别人帮你，不收费，你都应该主动给点，更别说这个价格还不贵，发这种照片的人，在这种情况下20元都嫌贵，不要指望他会帮助其他人，因为他觉得不值。",847038388641966,bird
套用雪乡的话：一辈子就挣这一回钱，只要明码标价多少钱都是合理的,52353335089,wzjyps
人要有怀着感恩的心看事情的能力,12114167782,浙中人家
关键米饭带菜不带，要是光米饭20有点贵,62168449202,伤心的砂
机场一碗面、景区摆渡车、上学借读费、楼市高房价、离奇的物业费、医院过量检查就诊费你都看不见，就看见了雪中送炭的那20元？,56995501555,弥勒禅师
这是雪中送炭，如果是热乎乎的，可买50,60742486447,俊俏风筝OC
我要是去卖饭，饭盒旁放二维码，你看着扫，给都少都行。,61716069398,1236372202
大哥做了我想做的,110945388003,布不不不不
机场的一碗面多少钱，高铁站一碗多少钱，某些景区多少钱一碗？说贵的就闭嘴别吃，回家让你妈妈喂你吃。,63612918125,妥妥的幸福L
就不应该去卖，让他饿饿试试，又没有欺诈，明码标价，天寒地冻的，挣这点钱也不容易，还说三到四的。,4182169079004907,用户4974708044162
你这个时候去看看服务区会收你多少，火车上收你多少。人家天寒地冻卖20一份还不良心，这种价格只有朴实的农民才会标的价格。天天想着免费，你不想下人家一年才挣多少。,2594469865074007,琛宝711
在那个条件下，能买到吃就不错了。还发什么sP，难道叫人家送你吃，你就说好吗？,1113127192376712,用户4565684846415李
喜欢不劳而获，习惯道德绑架奸懒馋滑,5792781431,针人灸事
雪中送饭，救命的饭，200也不贵！,55113332555,上进的梦想zK
良心价,21124177701,体验自然生活
你们这些人知足吧就,86214538372,夏天269794216
明码标价，货真价实，童叟无欺！不要宣扬免费。这样让大家都不好过。,1376211142452782,williamBirkin
厉害厉害,3723492298,老好不老
闲的蛋疼了吧！要真没有人卖呢？还嫌贵吗？[得意][得意][得意],4400775604,东东一定强
确实不贵，想免费的，就不要抱怨堵车挨冻,6136783612,天津泡菜
不合理，就不应当卖,1543316059730823,後紅山人
真搞不懂，奶茶十几二十几一杯，槟榔几十一包，烟几十上百一包好多人都不嫌贵，这饭菜最基本的生活食物在这种情况下这个价钱还嫌贵？,3166217407313872,陆清31m3O
高价才能帮到真正有需要的人,52582037339,MAKAAAAK
首先这个比高铁上预制餐饭要便宜很多，再过比饭店里面的也要便宜 ，再看一下 所处环境，这是在 下雪天的路上 ，这毫无疑问是“雪中送炭“啊[灵光一闪]不要净想着免费 [捂脸],2194256252378430,鹰击长空81
爱吃不吃，不吃饿着，谁让你走的时候不看天气预报的！,92595797585,天中娇子2021
咋不合理了？飞机高铁合饭几十咋没听说合不合理，好歹人家明码标价，大雪天挑到高速路上不危险吗？,55305605665,努力的男人hq
相比机场，这绝对是良心货,690112021142812,神秘沙滩fT
20块一份快餐不贵吧，与人方便而已，别人也没那么多钱那天免费送啊。又不是大富豪,76787822076,高贵明月0Rw
这样的环境农民收50也不为过！,63675259630,鱼鹰JZ
那么多网红明星直播带货都不见得免费，干嘛大爷要给你们免费送东西，大爷不用生活吗？,4599369195,丹心似水
白吃肯定好,2422977667795678,顽强葡萄mnn
在这般恶劣的天气下20元饭那里贵？如果是我，我还会感谢他。就是送外卖也要20元呢！这么大的年龄出门不容易啊！你是抢险救灾还是抗敌卫边凯凯回来？这样的视屏的确不合适发出来。好好想想吧！,63733938023,欢快海风荆州
风雪之中跑了这么远，站在寒冷的高速公路上，这个价格绝对是个良心价格，不够一支钟薛高的钱。,104171271721,那年的风景依然
爱买不买，,2159874607162910,好心人
哪天把上海团长处治了再说这事吧,1424594387352167,野客
点赞,85860329839,风姿卓越西柚oj7
一点问题都没有，你嫌贵，你不吃。人家辛辛苦苦，不容易。,1512536512923277,伊日三笑
天寒地冻的，20一份热乎饭真心不贵。别忘了人家大老远踩着雪过来的，凭啥免费？窝在家里看堵车不香吗？,3579598601196477,第一场雪花瓣
没人管他们最合适,3337726494775444,大哥土火竹
不是无奈之举，谁挣那点小钱。就是给200一份，叫你站在寒天地冻里，你都不会去干,50905994958,健康是福130189209
